cell_name	gene_name	tissue_type	gene_id
Medullary cell	Syn3	Kidney	ENSMUSG00000059602
Medullary cell	C430049B03Rik	Kidney	ENSMUSG00000087365
Mesangial cell	Nab1	Kidney	ENSMUSG00000002881
Medullary cell	Rflnb	Kidney	ENSMUSG00000020846
Medullary cell	Gas6	Kidney	ENSMUSG00000031451
Medullary cell	Alx1	Kidney	ENSMUSG00000036602
Collecting duct intercalated cell	Hmx2	Kidney	ENSMUSG00000050100
Medullary cell	Atp2b1	Kidney	ENSMUSG00000019943
Medullary cell	Pla2g4a	Kidney	ENSMUSG00000056220
Medullary cell	Sema3a	Kidney	ENSMUSG00000028883
Medullary cell	Nav3	Kidney	ENSMUSG00000020181
Collecting duct principal cell	Ptger1	Kidney	ENSMUSG00000019464
Mesangial cell	Tgfb2	Kidney	ENSMUSG00000039239
Medullary cell	Nexn	Kidney	ENSMUSG00000039103
Medullary cell	Ccdc80	Kidney	ENSMUSG00000022665
Collecting duct intercalated cell	Atp6v0a4	Kidney	ENSMUSG00000038600
Collecting duct intercalated cell	Fstl1	Kidney	ENSMUSG00000022816
Mesangial cell	Arpc1b	Kidney	ENSMUSG00000029622
Collecting duct principal cell	Cystm1	Kidney	ENSMUSG00000046727
Collecting duct intercalated cell	Cpsf4l	Kidney	ENSMUSG00000018727
Collecting duct principal cell	Aqp4	Kidney	ENSMUSG00000024411
Mesangial cell	Gnai1	Kidney	ENSMUSG00000057614
Mesangial cell	Map3k20	Kidney	ENSMUSG00000004085
Medullary cell	Col23a1	Kidney	ENSMUSG00000063564
Medullary cell	Palld	Kidney	ENSMUSG00000058056
Medullary cell	Edn3	Kidney	ENSMUSG00000027524
Collecting duct intercalated cell	Hes1	Kidney	ENSMUSG00000022528
Collecting duct intercalated cell	Scand1	Kidney	ENSMUSG00000046229
Collecting duct intercalated cell	Pam	Kidney	ENSMUSG00000026335
Medullary cell	Lgals1	Kidney	ENSMUSG00000068220
Cortical cell	Etl4	Kidney	ENSMUSG00000036617
Medullary cell	Smoc2	Kidney	ENSMUSG00000023886
Cortical cell	Tsr1	Kidney	ENSMUSG00000038335
Podocyte	Cavin1	Kidney	ENSMUSG00000004044
Vascular endothelial cell	Sult1a1	Kidney	ENSMUSG00000030711
Collecting duct transient cell	Col18a1	Kidney	ENSMUSG00000001435
Natural killer cell	Tbx21	Kidney	ENSMUSG00000001444
Podocyte	Angptl2	Kidney	ENSMUSG00000004105
Vascular endothelial cell	Raph1	Kidney	ENSMUSG00000026014
B cell	Sec61a1	Kidney	ENSMUSG00000030082
Vascular endothelial cell	Ddit4l	Kidney	ENSMUSG00000046818
Vascular endothelial cell	Pbx1	Kidney	ENSMUSG00000052534
Vascular endothelial cell	Adgrl4	Kidney	ENSMUSG00000039167
Distal convoluted tubular cell	Wnk1	Kidney	ENSMUSG00000045962
Podocyte	Plce1	Kidney	ENSMUSG00000024998
Natural killer cell	Prf1	Kidney	ENSMUSG00000037202
Vascular endothelial cell	Unc45b	Kidney	ENSMUSG00000018845
Vascular endothelial cell	Sox17	Kidney	ENSMUSG00000025902
Vascular endothelial cell	Snrk	Kidney	ENSMUSG00000038145
Podocyte	Pkdcc	Kidney	ENSMUSG00000024247
Podocyte	Unc50	Kidney	ENSMUSG00000026111
T cell	Satb1	Kidney	ENSMUSG00000023927
Podocyte	Emc2	Kidney	ENSMUSG00000022337
Podocyte	Tns2	Kidney	ENSMUSG00000037003
Podocyte	Galnt10	Kidney	ENSMUSG00000020520
B cell	Ly6d	Kidney	ENSMUSG00000034634
Podocyte	Tcf21	Kidney	ENSMUSG00000045680
Vascular endothelial cell	S100a16	Kidney	ENSMUSG00000074457
Fibroblast	Serpinb10	Kidney	ENSMUSG00000092572
Podocyte	St6galnac6	Kidney	ENSMUSG00000026811
Fibroblast	Lrp1	Kidney	ENSMUSG00000040249
B cell	Smap2	Kidney	ENSMUSG00000032870
Neutrophil	H2-Q10	Kidney	ENSMUSG00000067235
Vascular endothelial cell	Fam110d	Kidney	ENSMUSG00000050105
Neutrophil	Cxcl2	Kidney	ENSMUSG00000058427
Natural killer cell	Chsy1	Kidney	ENSMUSG00000032640
Podocyte	Arhgef16	Kidney	ENSMUSG00000029032
Proximal tubule cell	Dnajc12	Kidney	ENSMUSG00000036764
Vascular endothelial cell	Adam15	Kidney	ENSMUSG00000028041
B cell	Serp1	Kidney	ENSMUSG00000027808
Podocyte	Calm2	Kidney	ENSMUSG00000036438
Collecting duct principal cell		Kidney	
Proximal tubule cell	Aspdh	Kidney	ENSMUSG00000038704
Macrophage	Adrb1	Kidney	ENSMUSG00000035283
Podocyte	Col1a2	Kidney	ENSMUSG00000029661
Vascular endothelial cell	Itpkb	Kidney	ENSMUSG00000038855
Natural killer cell	Lamb3	Kidney	ENSMUSG00000026639
Vascular endothelial cell	Rasip1	Kidney	ENSMUSG00000044562
Natural killer cell	Ncr1	Kidney	ENSMUSG00000062524
Podocyte	Mertk	Kidney	ENSMUSG00000014361
Podocyte	Smo	Kidney	ENSMUSG00000001761
Podocyte	Cdkn1c	Kidney	ENSMUSG00000037664
Macrophage	Tmem176b	Kidney	ENSMUSG00000029810
Collecting duct transient cell	Tmem117	Kidney	ENSMUSG00000063296
Vascular endothelial cell	Rsad2	Kidney	ENSMUSG00000020641
Vascular endothelial cell	Lgals9	Kidney	ENSMUSG00000001123
Podocyte	Lrrc49	Kidney	ENSMUSG00000047766
Neutrophil	Lcn2	Kidney	ENSMUSG00000026822
Podocyte	Ctsl	Kidney	ENSMUSG00000021477
T cell	Rpl12	Kidney	ENSMUSG00000038900
Podocyte	Tmem108	Kidney	ENSMUSG00000042757
Proximal tubule cell	Slc22a12	Kidney	ENSMUSG00000061742
Macrophage	Tmcc3	Kidney	ENSMUSG00000020023
Vascular endothelial cell	Hyal2	Kidney	ENSMUSG00000010047
Podocyte	Thsd7a	Kidney	ENSMUSG00000032625
Proximal tubule cell	Fbp1	Kidney	ENSMUSG00000069805
Neutrophil	Prr13	Kidney	ENSMUSG00000023048
Vascular endothelial cell	Acvrl1	Kidney	ENSMUSG00000000530
Podocyte	H2-Q7	Kidney	ENSMUSG00000060550
Distal convoluted tubular cell	Slc12a3	Kidney	ENSMUSG00000031766
Vascular endothelial cell	Plscr2	Kidney	ENSMUSG00000032372
Proximal tubule cell	Calml4	Kidney	ENSMUSG00000032246
Podocyte	Fxyd6	Kidney	ENSMUSG00000066705
T cell	Tpt1	Kidney	ENSMUSG00000060126
Podocyte	Dock5	Kidney	ENSMUSG00000044447
B cell	Ebf1	Kidney	ENSMUSG00000057098
Vascular endothelial cell	S1pr1	Kidney	ENSMUSG00000045092
Neutrophil	Rdh12	Kidney	ENSMUSG00000021123
Proximal tubule cell	Pipox	Kidney	ENSMUSG00000017453
Podocyte	Ptprd	Kidney	ENSMUSG00000028399
Vascular endothelial cell	Gstm1	Kidney	ENSMUSG00000058135
Proximal tubule cell	Upb1	Kidney	ENSMUSG00000033427
Proximal tubule cell	Errfi1	Kidney	ENSMUSG00000028967
Podocyte	Tjp1	Kidney	ENSMUSG00000030516
B cell	Siglecg	Kidney	ENSMUSG00000030468
Vascular endothelial cell	Flt1	Kidney	ENSMUSG00000029648
Podocyte	Pcolce	Kidney	ENSMUSG00000029718
B cell	Cd22	Kidney	ENSMUSG00000030577
Collecting duct intercalated cell	Slc25a4	Kidney	ENSMUSG00000031633
Collecting duct transient cell	Mprip	Kidney	ENSMUSG00000005417
Proximal tubule cell	Slc34a1	Kidney	ENSMUSG00000021490
Neutrophil	G0s2	Kidney	ENSMUSG00000009633
Podocyte	Cadm4	Kidney	ENSMUSG00000054793
Natural killer cell	Il18rap	Kidney	ENSMUSG00000026068
Podocyte	Sema3g	Kidney	ENSMUSG00000021904
Macrophage	Cx3cr1	Kidney	ENSMUSG00000052336
Distal convoluted tubular cell	Lhx1	Kidney	ENSMUSG00000018698
Fibroblast	Cd300e	Kidney	ENSMUSG00000048498
Fibroblast	Irf7	Kidney	ENSMUSG00000025498
Distal convoluted tubular cell	Uroc1	Kidney	ENSMUSG00000034456
Macrophage	Fcgr3	Kidney	ENSMUSG00000059498
Neutrophil	Mrpl33	Kidney	ENSMUSG00000106918
Podocyte	Col4a5	Kidney	ENSMUSG00000031274
Fibroblast	Hck	Kidney	ENSMUSG00000003283
B cell	Bank1	Kidney	ENSMUSG00000037922
Fibroblast	S100a4	Kidney	ENSMUSG00000001020
B cell	Sec61b	Kidney	ENSMUSG00000053317
Vascular endothelial cell	Col15a1	Kidney	ENSMUSG00000028339
Podocyte	Psmb5	Kidney	ENSMUSG00000022193
Podocyte	Pbx2	Kidney	ENSMUSG00000034673
Podocyte	Fnbp1l	Kidney	ENSMUSG00000039735
Distal convoluted tubular cell	Sgms2	Kidney	ENSMUSG00000050931
Vascular endothelial cell	Tcf4	Kidney	ENSMUSG00000053477
Neutrophil	Gsr	Kidney	ENSMUSG00000031584
Vascular endothelial cell	Ly6c1	Kidney	ENSMUSG00000079018
Macrophage	Gm4951	Kidney	ENSMUSG00000073555
Collecting duct transient cell	Tmem50b	Kidney	ENSMUSG00000022964
Podocyte	Mocs2	Kidney	ENSMUSG00000015536
Fibroblast	Cd300a	Kidney	ENSMUSG00000034652
Podocyte	Adm	Kidney	ENSMUSG00000030790
Fibroblast	Ms4a6d	Kidney	ENSMUSG00000024679
Podocyte	Npepl1	Kidney	ENSMUSG00000039263
Fibroblast	Rap1a	Kidney	ENSMUSG00000068798
Podocyte	Zcrb1	Kidney	ENSMUSG00000022635
Neutrophil	Socs3	Kidney	ENSMUSG00000053113
Collecting duct transient cell	Rpn1	Kidney	ENSMUSG00000030062
Neutrophil	Dusp1	Kidney	ENSMUSG00000024190
Proximal tubule cell	Rab11fip3	Kidney	ENSMUSG00000037098
Vascular endothelial cell	Dock6	Kidney	ENSMUSG00000032198
Macrophage	Sft2d1	Kidney	ENSMUSG00000073468
Podocyte	Sdc4	Kidney	ENSMUSG00000017009
Fibroblast	Ms4a6c	Kidney	ENSMUSG00000079419
Fibroblast	Plbd1	Kidney	ENSMUSG00000030214
Podocyte	Aopep	Kidney	ENSMUSG00000021458
Collecting duct transient cell	St14	Kidney	ENSMUSG00000031995
Proximal tubule cell	Miox	Kidney	ENSMUSG00000022613
Proximal tubule cell	Ces1d	Kidney	ENSMUSG00000056973
Macrophage	Cxcl16	Kidney	ENSMUSG00000018920
Macrophage	Clec4a2	Kidney	ENSMUSG00000030148
Podocyte	Efnb1	Kidney	ENSMUSG00000031217
Proximal tubule cell	Pck1	Kidney	ENSMUSG00000027513
Proximal tubule cell	G6pc	Kidney	ENSMUSG00000078650
Neutrophil	Slc7a11	Kidney	ENSMUSG00000027737
Vascular endothelial cell	Rtl8a	Kidney	ENSMUSG00000067925
B cell	Ms4a1	Kidney	ENSMUSG00000024673
B cell	Spcs3	Kidney	ENSMUSG00000054408
Proximal tubule cell	Bdh2	Kidney	ENSMUSG00000028167
Fibroblast	Mpeg1	Kidney	ENSMUSG00000046805
Neutrophil	Card19	Kidney	ENSMUSG00000037960
Proximal tubule cell	Fmo2	Kidney	ENSMUSG00000040170
Fibroblast	Ucp2	Kidney	ENSMUSG00000033685
Macrophage	C1qa	Kidney	ENSMUSG00000036887
Vascular endothelial cell	Rhoj	Kidney	ENSMUSG00000046768
Podocyte	Actn4	Kidney	ENSMUSG00000054808
Neutrophil	F630028O10Rik	Kidney	ENSMUSG00000078122
Vascular endothelial cell	Aqp1	Kidney	ENSMUSG00000004655
Fibroblast	Gngt2	Kidney	ENSMUSG00000038811
Collecting duct transient cell	Sox4	Kidney	ENSMUSG00000076431
Podocyte	Dpysl2	Kidney	ENSMUSG00000022048
Podocyte	Tspan15	Kidney	ENSMUSG00000037031
Vascular endothelial cell	Col4a1	Kidney	ENSMUSG00000031502
Collecting duct transient cell	Rhbg	Kidney	ENSMUSG00000104445
B cell	H2-Ob	Kidney	ENSMUSG00000041538
Distal convoluted tubular cell	Oxct1	Kidney	ENSMUSG00000022186
Macrophage	Cd86	Kidney	ENSMUSG00000022901
Proximal tubule cell	Fah	Kidney	ENSMUSG00000030630
Podocyte	B3galt2	Kidney	ENSMUSG00000033849
Collecting duct principal cell	Olfm1	Kidney	ENSMUSG00000026833
Neutrophil	Il36a	Kidney	ENSMUSG00000026984
Vascular endothelial cell	Amotl1	Kidney	ENSMUSG00000013076
Vascular endothelial cell	Adgrl2	Kidney	ENSMUSG00000028184
Vascular endothelial cell	Lims2	Kidney	ENSMUSG00000024395
Vascular endothelial cell	Impdh1	Kidney	ENSMUSG00000003500
Proximal tubule cell	Rida	Kidney	ENSMUSG00000022323
Proximal tubule cell	Slc17a1	Kidney	ENSMUSG00000021335
Podocyte	Nxph3	Kidney	ENSMUSG00000046719
Fibroblast	Pip4k2a	Kidney	ENSMUSG00000026737
B cell	Gm8369	Kidney	ENSMUSG00000058470
Vascular endothelial cell	Sparcl1	Kidney	ENSMUSG00000029309
Vascular endothelial cell	Eva1b	Kidney	ENSMUSG00000050212
Macrophage	Slco2b1	Kidney	ENSMUSG00000030737
Fibroblast	Eno3	Kidney	ENSMUSG00000060600
Collecting duct transient cell	Slc43a2	Kidney	ENSMUSG00000038178
Podocyte	Ephx1	Kidney	ENSMUSG00000038776
Vascular endothelial cell	Pecam1	Kidney	ENSMUSG00000020717
Vascular endothelial cell	Pde2a	Kidney	ENSMUSG00000110195
Neutrophil	Oas3	Kidney	ENSMUSG00000032661
Podocyte	Nsf	Kidney	ENSMUSG00000034187
Vascular endothelial cell	Adamts5	Kidney	ENSMUSG00000022894
Neutrophil	Wfdc17	Kidney	ENSMUSG00000069792
Neutrophil	Abtb1	Kidney	ENSMUSG00000030083
Proximal tubule cell	Lrp2	Kidney	ENSMUSG00000027070
Natural killer cell	Klra1	Kidney	ENSMUSG00000079853
Vascular endothelial cell	Efnb2	Kidney	ENSMUSG00000001300
Neutrophil	Plp2	Kidney	ENSMUSG00000031146
B cell	Ssr4	Kidney	ENSMUSG00000002014
Podocyte	Myof	Kidney	ENSMUSG00000048612
Vascular endothelial cell	Emcn	Kidney	ENSMUSG00000054690
Podocyte	Synpo	Kidney	ENSMUSG00000043079
Collecting duct transient cell	Syt7	Kidney	ENSMUSG00000024743
Collecting duct principal cell	Aqp3	Kidney	ENSMUSG00000028435
Proximal tubule cell	Cyp2e1	Kidney	ENSMUSG00000025479
Neutrophil	Sorl1	Kidney	ENSMUSG00000049313
Collecting duct principal cell	L1cam	Kidney	ENSMUSG00000031391
Proximal tubule cell	Gstz1	Kidney	ENSMUSG00000021033
Neutrophil	Gmfg	Kidney	ENSMUSG00000060791
Collecting duct principal cell	Fxyd4	Kidney	ENSMUSG00000004988
Macrophage	Ly86	Kidney	ENSMUSG00000021423
Podocyte	C1qtnf1	Kidney	ENSMUSG00000017446
Vascular endothelial cell	Stmn2	Kidney	ENSMUSG00000027500
Proximal tubule cell	Guca2b	Kidney	ENSMUSG00000032978
Proximal tubule cell	Gpx1	Kidney	ENSMUSG00000063856
Podocyte	Lage3	Kidney	ENSMUSG00000015289
Fibroblast	Lyn	Kidney	ENSMUSG00000042228
Podocyte	Pde4b	Kidney	ENSMUSG00000028525
Podocyte	Tpm1	Kidney	ENSMUSG00000032366
Natural killer cell	Klra7	Kidney	ENSMUSG00000067599
Fibroblast	Sirpb1c	Kidney	ENSMUSG00000074677
Vascular endothelial cell	Gja4	Kidney	ENSMUSG00000050234
Podocyte	Cmtm7	Kidney	ENSMUSG00000032436
Podocyte	Med24	Kidney	ENSMUSG00000017210
Proximal tubule cell	Slc37a4	Kidney	ENSMUSG00000032114
B cell	H13	Kidney	ENSMUSG00000019188
Natural killer cell	Gzmb	Kidney	ENSMUSG00000015437
Neutrophil	Rab5if	Kidney	ENSMUSG00000027637
Podocyte	Wipf3	Kidney	ENSMUSG00000086040
Macrophage	Cd83	Kidney	ENSMUSG00000015396
Podocyte	Commd6	Kidney	ENSMUSG00000075486
Collecting duct principal cell	Slc2a9	Kidney	ENSMUSG00000005107
Neutrophil	Adipor1	Kidney	ENSMUSG00000026457
Vascular endothelial cell	Elk3	Kidney	ENSMUSG00000008398
Macrophage	Fnbp1	Kidney	ENSMUSG00000075415
Neutrophil	Cstdc4	Kidney	ENSMUSG00000079597
Podocyte	Rasl11a	Kidney	ENSMUSG00000029641
Macrophage	Parp14	Kidney	ENSMUSG00000034422
Collecting duct principal cell	Apela	Kidney	ENSMUSG00000079042
Proximal tubule cell	Ghr	Kidney	ENSMUSG00000055737
Podocyte	Hoxc6	Kidney	ENSMUSG00000001661
Vascular endothelial cell	Bmpr2	Kidney	ENSMUSG00000067336
Vascular endothelial cell	Myct1	Kidney	ENSMUSG00000046916
Vascular endothelial cell	Ltbp1	Kidney	ENSMUSG00000001870
Proximal tubule cell	Slc7a13	Kidney	ENSMUSG00000041052
Vascular endothelial cell	Crip2	Kidney	ENSMUSG00000006356
Macrophage	Stx16	Kidney	ENSMUSG00000027522
Vascular endothelial cell	Slco2a1	Kidney	ENSMUSG00000032548
Collecting duct transient cell	Pip4k2c	Kidney	ENSMUSG00000025417
Podocyte	Rilpl1	Kidney	ENSMUSG00000029392
Collecting duct transient cell	Sec23b	Kidney	ENSMUSG00000027429
Proximal tubule cell	Nudt19	Kidney	ENSMUSG00000034875
Macrophage	Ms4a7	Kidney	ENSMUSG00000024672
Podocyte	Iqgap2	Kidney	ENSMUSG00000021676
Collecting duct principal cell	Tspan8	Kidney	ENSMUSG00000034127
Podocyte	Mfge8	Kidney	ENSMUSG00000030605
Proximal tubule cell	Hao2	Kidney	ENSMUSG00000027870
Natural killer cell	Klrb1c	Kidney	ENSMUSG00000030325
Neutrophil	Cdk2ap2	Kidney	ENSMUSG00000024856
Collecting duct principal cell	Kcnj1	Kidney	ENSMUSG00000041248
Natural killer cell	Klra4	Kidney	ENSMUSG00000079852
Podocyte	Enpep	Kidney	ENSMUSG00000028024
Podocyte	Siva1	Kidney	ENSMUSG00000064326
Macrophage	Gpr65	Kidney	ENSMUSG00000021886
Proximal tubule cell	Slc6a18	Kidney	ENSMUSG00000021612
Vascular endothelial cell	Selenom	Kidney	ENSMUSG00000075702
Podocyte	Pde10a	Kidney	ENSMUSG00000023868
B cell	H2-Oa	Kidney	ENSMUSG00000024334
Fibroblast	Lgals3	Kidney	ENSMUSG00000050335
Vascular endothelial cell	Tinagl1	Kidney	ENSMUSG00000028776
B cell	Pax5	Kidney	ENSMUSG00000014030
Vascular endothelial cell	Acer2	Kidney	ENSMUSG00000038007
Podocyte	Cpq	Kidney	ENSMUSG00000039007
Vascular endothelial cell	Exoc3l2	Kidney	ENSMUSG00000011263
B cell	Derl3	Kidney	ENSMUSG00000009092
Podocyte	Gsta4	Kidney	ENSMUSG00000032348
Podocyte	Robo2	Kidney	ENSMUSG00000052516
Podocyte	Gsn	Kidney	ENSMUSG00000026879
Collecting duct intercalated cell	Atp6v0d2	Kidney	ENSMUSG00000028238
Vascular endothelial cell	Heg1	Kidney	ENSMUSG00000075254
T cell	Rps18-ps6	Kidney	ENSMUSG00000069117
Proximal tubule cell	Hykk	Kidney	ENSMUSG00000035878
Natural killer cell	Ifitm10	Kidney	ENSMUSG00000045777
Vascular endothelial cell	Timp3	Kidney	ENSMUSG00000020044
Vascular endothelial cell	Cd34	Kidney	ENSMUSG00000016494
Vascular endothelial cell	Lifr	Kidney	ENSMUSG00000054263
Fibroblast	Clec12a	Kidney	ENSMUSG00000053063
Podocyte	Loxl2	Kidney	ENSMUSG00000034205
Fibroblast	Pitpna	Kidney	ENSMUSG00000017781
Macrophage	Sdc3	Kidney	ENSMUSG00000025743
Macrophage	Mgl2	Kidney	ENSMUSG00000040950
Distal convoluted tubular cell	Pgam2	Kidney	ENSMUSG00000020475
Natural killer cell	Klrb1b	Kidney	ENSMUSG00000079298
Podocyte	Anxa3	Kidney	ENSMUSG00000029484
Podocyte	Golim4	Kidney	ENSMUSG00000034109
Neutrophil	Map1lc3b	Kidney	ENSMUSG00000031812
Distal convoluted tubular cell	Slc16a7	Kidney	ENSMUSG00000020102
Podocyte	Ormdl2	Kidney	ENSMUSG00000025353
Neutrophil	Jaml	Kidney	ENSMUSG00000048534
Vascular endothelial cell	Ece1	Kidney	ENSMUSG00000057530
B cell	Gm31243	Kidney	ENSMUSG00000104710
Podocyte	Aebp1	Kidney	ENSMUSG00000020473
Natural killer cell	Gzma	Kidney	ENSMUSG00000023132
Macrophage	Rab7b	Kidney	ENSMUSG00000052688
Neutrophil	Gda	Kidney	ENSMUSG00000058624
Podocyte	Lamb2	Kidney	ENSMUSG00000052911
Fibroblast	Psap	Kidney	ENSMUSG00000004207
Neutrophil	Trem3	Kidney	ENSMUSG00000041754
Collecting duct transient cell	Atp5a1	Kidney	ENSMUSG00000025428
Vascular endothelial cell	Clic4	Kidney	ENSMUSG00000037242
Proximal tubule cell	Slc22a1	Kidney	ENSMUSG00000023829
Podocyte	Foxc2	Kidney	ENSMUSG00000046714
Proximal tubule cell	Slc47a1	Kidney	ENSMUSG00000010122
B cell	Manf	Kidney	ENSMUSG00000032575
Distal convoluted tubular cell	Tsc22d2	Kidney	ENSMUSG00000027806
Neutrophil	Asprv1	Kidney	ENSMUSG00000033508
Macrophage	Hpgds	Kidney	ENSMUSG00000029919
Fibroblast	Arl5c	Kidney	ENSMUSG00000038352
Neutrophil	Btg2	Kidney	ENSMUSG00000020423
B cell	Hsp90b1	Kidney	ENSMUSG00000020048
Podocyte	Card10	Kidney	ENSMUSG00000033170
Neutrophil	Gdpd3	Kidney	ENSMUSG00000030703
Vascular endothelial cell	Cemip2	Kidney	ENSMUSG00000024754
Vascular endothelial cell	Ptprb	Kidney	ENSMUSG00000020154
Vascular endothelial cell	She	Kidney	ENSMUSG00000046280
Podocyte	Coro2b	Kidney	ENSMUSG00000041729
Neutrophil	Riok3	Kidney	ENSMUSG00000024404
Vascular endothelial cell	Id1	Kidney	ENSMUSG00000042745
Proximal tubule cell	Prss8	Kidney	ENSMUSG00000030800
Podocyte	Tdrd5	Kidney	ENSMUSG00000060985
B cell	Ralgps2	Kidney	ENSMUSG00000026594
B cell	Eaf2	Kidney	ENSMUSG00000022838
Collecting duct principal cell	Fzd7	Kidney	ENSMUSG00000041075
Macrophage	Pf4	Kidney	ENSMUSG00000029373
Distal convoluted tubular cell	Trpm7	Kidney	ENSMUSG00000027365
B cell	Tnfrsf13c	Kidney	ENSMUSG00000068105
Proximal tubule cell	Pecr	Kidney	ENSMUSG00000026189
Podocyte	Ehd2	Kidney	ENSMUSG00000074364
Vascular endothelial cell	Cdkn1a	Kidney	ENSMUSG00000023067
Proximal tubule cell	Nat8f6	Kidney	ENSMUSG00000079495
Podocyte	Cryab	Kidney	ENSMUSG00000032060
Vascular endothelial cell	Bvht	Kidney	ENSMUSG00000098098
Vascular endothelial cell	Zeb1	Kidney	ENSMUSG00000024238
Neutrophil	Clec4d	Kidney	ENSMUSG00000030144
Collecting duct principal cell	Gstt1	Kidney	ENSMUSG00000001663
Fibroblast	Ly6i	Kidney	ENSMUSG00000022586
Neutrophil	Cxcr2	Kidney	ENSMUSG00000026180
Vascular endothelial cell	Pdgfb	Kidney	ENSMUSG00000000489
Podocyte	Tubb2b	Kidney	ENSMUSG00000045136
Podocyte	C1qtnf7	Kidney	ENSMUSG00000061535
Macrophage	Cst3	Kidney	ENSMUSG00000027447
Natural killer cell	Klra9	Kidney	ENSMUSG00000033024
Macrophage	Zeb2os	Kidney	ENSMUSG00000052248
Macrophage		Kidney	
Natural killer cell	Klrc2	Kidney	ENSMUSG00000052736
Podocyte	Mob2	Kidney	ENSMUSG00000025147
Neutrophil	Elp1	Kidney	ENSMUSG00000028431
Podocyte	Bcam	Kidney	ENSMUSG00000002980
Proximal tubule cell	Folr1	Kidney	ENSMUSG00000001827
Podocyte	Plekhh2	Kidney	ENSMUSG00000040852
Podocyte	Mafb	Kidney	ENSMUSG00000074622
Proximal tubule cell	Ugt2b38	Kidney	ENSMUSG00000061906
Vascular endothelial cell	Dkk2	Kidney	ENSMUSG00000028031
Macrophage	Axl	Kidney	ENSMUSG00000002602
Vascular endothelial cell	Sema6a	Kidney	ENSMUSG00000019647
Macrophage	Itm2c	Kidney	ENSMUSG00000026223
Macrophage	Ppt1	Kidney	ENSMUSG00000028657
Podocyte	Optn	Kidney	ENSMUSG00000026672
Fibroblast	Ap1s2	Kidney	ENSMUSG00000031367
Podocyte	Rps19bp1	Kidney	ENSMUSG00000051518
B cell	Hvcn1	Kidney	ENSMUSG00000064267
Macrophage	Lat2	Kidney	ENSMUSG00000040751
Proximal tubule cell	Cyp2j5	Kidney	ENSMUSG00000052520
Proximal tubule cell	Ttc36	Kidney	ENSMUSG00000039438
Collecting duct principal cell	Peli2	Kidney	ENSMUSG00000021846
Natural killer cell	Klrb1a	Kidney	ENSMUSG00000030361
Vascular endothelial cell	Ecscr	Kidney	ENSMUSG00000073599
Vascular endothelial cell	Plat	Kidney	ENSMUSG00000031538
B cell	Ptp4a3	Kidney	ENSMUSG00000059895
Podocyte	Adcy1	Kidney	ENSMUSG00000020431
Podocyte	Pals1	Kidney	ENSMUSG00000021112
Vascular endothelial cell	Sypl	Kidney	ENSMUSG00000020570
Podocyte	Creb3l2	Kidney	ENSMUSG00000038648
Podocyte	Zbtb8a	Kidney	ENSMUSG00000028807
Collecting duct transient cell	Aco2	Kidney	ENSMUSG00000022477
Collecting duct transient cell	Slc26a4	Kidney	ENSMUSG00000020651
Macrophage	Col14a1	Kidney	ENSMUSG00000022371
Proximal tubule cell	Neu1	Kidney	ENSMUSG00000007038
Macrophage	Ctsh	Kidney	ENSMUSG00000032359
B cell	H2-DMb2	Kidney	ENSMUSG00000037548
Podocyte	Marveld1	Kidney	ENSMUSG00000044345
Macrophage	Cd74	Kidney	ENSMUSG00000024610
Podocyte	Cd81	Kidney	ENSMUSG00000037706
Macrophage	Vsir	Kidney	ENSMUSG00000020101
Vascular endothelial cell	Tbx3	Kidney	ENSMUSG00000018604
Macrophage	Rbpj	Kidney	ENSMUSG00000039191
Podocyte	Clic5	Kidney	ENSMUSG00000023959
Proximal tubule cell	Akr1c21	Kidney	ENSMUSG00000021207
Neutrophil	1600010M07Rik	Kidney	ENSMUSG00000101585
Fibroblast	Treml4	Kidney	ENSMUSG00000051682
Vascular endothelial cell	Ddah2	Kidney	ENSMUSG00000007039
Podocyte	Per1	Kidney	ENSMUSG00000020893
B cell	Mzb1	Kidney	ENSMUSG00000024353
B cell	Ckap4	Kidney	ENSMUSG00000046841
B cell	Btla	Kidney	ENSMUSG00000052013
Vascular endothelial cell	Thbd	Kidney	ENSMUSG00000074743
Neutrophil	Litaf	Kidney	ENSMUSG00000022500
Neutrophil	Glipr2	Kidney	ENSMUSG00000028480
Podocyte	Fat1	Kidney	ENSMUSG00000070047
Collecting duct intercalated cell	Tmem61	Kidney	ENSMUSG00000085933
Macrophage	Marcks	Kidney	ENSMUSG00000069662
Proximal tubule cell	Cndp2	Kidney	ENSMUSG00000024644
Macrophage	Ifi213	Kidney	ENSMUSG00000073491
Vascular endothelial cell	Marcksl1	Kidney	ENSMUSG00000047945
Proximal tubule cell	Khk	Kidney	ENSMUSG00000029162
Vascular endothelial cell	Gimap5	Kidney	ENSMUSG00000043505
Vascular endothelial cell	Cldn15	Kidney	ENSMUSG00000001739
Podocyte	Rarres1	Kidney	ENSMUSG00000049404
Podocyte	Ddn	Kidney	ENSMUSG00000059213
Vascular endothelial cell	Id3	Kidney	ENSMUSG00000007872
Fibroblast	Clec4a3	Kidney	ENSMUSG00000043832
Distal convoluted tubular cell	Larp1b	Kidney	ENSMUSG00000025762
B cell	Gm30211	Kidney	ENSMUSG00000105646
